movie_name,genre,rating,votes,duration_minutes
Revolver,crime,5.5,1155.0,114.0
The Infallibles,crime,4.8,825.0,99.0
Sicilian Letters,crime,6.0,1099.0,122.0
Castillo,crime,8.0,41.0,128.0
The Shadow Strays,crime,6.5,10667.0,144.0
High Like a Butterfly,crime,7.2,13.0,
Un homme en fuite,crime,5.5,205.0,106.0
Blood Star,crime,6.1,6674.0,97.0
The Brokenhearted,crime,7.3,35.0,
Con Queens,crime,6.3,30.0,80.0
Officer Black Belt,crime,6.9,9926.0,108.0
The Park Maniac,crime,4.8,1729.0,103.0
Silence 2: The Night Owl Bar Shootout,crime,6.2,1987.0,142.0
Sentimentaaal,crime,4.7,979.0,135.0
(Pri)sons,crime,4.8,335.0,100.0
Killcon,crime,5.3,49.0,31.0
Fatal Dispatch,crime,7.0,17.0,
Sheriff,crime,6.9,1287.0,133.0
Operation Raavan,crime,7.7,1248.0,147.0
Tricks,crime,7.3,14.0,
Passagrana,crime,6.4,165.0,100.0
10 Days of a Curious Man,crime,5.7,1499.0,110.0
Gull Lake Vice II: The Delusion Continues,crime,8.4,20.0,58.0
The Soul Eater,crime,5.8,3566.0,108.0
Two to One,crime,6.1,1212.0,116.0
Vina: Before 7 Days,crime,5.4,732.0,100.0
Jog 101,crime,6.6,506.0,107.0
Prepare to Die,crime,4.3,281.0,93.0
Jalandhara,crime,8.8,546.0,110.0
Gam Gam Ganesha,crime,5.3,332.0,140.0
Three Days or Else,crime,4.6,63.0,
Bars,crime,5.3,34.0,135.0
Moon,crime,6.5,1006.0,92.0
Chitram Choodara,crime,4.5,15.0,127.0
The Moon Thieves,crime,6.0,318.0,108.0
Uch Qahramon,crime,7.2,128.0,
Armor,crime,3.6,5403.0,89.0
GTMax,crime,5.0,1421.0,100.0
Undercover,crime,7.1,5757.0,118.0
Golam,crime,7.2,7297.0,120.0
Nunakuzhi,crime,6.8,4276.0,125.0
Nice Girls,crime,4.3,1320.0,92.0
Here Now,crime,5.0,695.0,118.0
No Loose Ends,crime,6.8,10.0,68.0
Serpent's Path,crime,5.7,411.0,112.0
